#time	y	u
0.000100	0.000000	0.000000
0.000200	0.000000	0.000000
0.000300	0.000000	0.000000
0.000400	0.000000	0.000000
0.000500	0.000000	0.000000
0.000600	0.000000	0.000000
0.000700	0.000000	0.000000
0.000800	0.000000	0.000000
0.000900	0.000000	0.000000
0.001000	0.000000	0.000000
0.001100	0.000000	0.000000
0.001200	0.000000	0.000000
0.001300	0.000000	0.000000
0.001400	0.000000	11.600000
0.001500	0.001403	11.600000
0.001600	0.005400	11.600000
0.001700	0.011691	11.600000
0.001800	0.020008	11.600000
0.001900	0.030111	11.600000
0.002000	0.041782	11.600000
0.002100	0.054826	11.600000
0.002200	0.069065	11.600000
0.002300	0.084343	11.600000
0.002400	0.100517	11.600000
0.002500	0.117459	11.600000
0.002600	0.135055	11.600000
0.002700	0.153202	11.600000
0.002800	0.171808	11.600000
0.002900	0.190789	11.600000
0.003000	0.210072	11.600000
0.003100	0.229592	12.967900
0.003200	0.249419	12.967900
0.003300	0.269614	12.967900
0.003400	0.290101	12.967900
0.003500	0.310813	12.967900
0.003600	0.331690	12.967900
0.003700	0.352680	12.967900
0.003800	0.373735	12.967900
0.003900	0.394812	12.967900
0.004000	0.415874	12.967900
0.004100	0.436888	12.967900
0.004200	0.457824	12.967900
0.004300	0.478657	12.967900
0.004400	0.499364	11.640400
0.004500	0.519796	11.640400
0.004600	0.539830	11.640400
0.004700	0.559475	11.640400
0.004800	0.578745	11.640400
0.004900	0.597648	11.640400
0.005000	0.616196	11.640400
0.005100	0.634398	11.640400
0.005200	0.652264	11.640400
0.005300	0.669800	11.640400
0.005400	0.687017	11.640400
0.005500	0.703922	11.640400
0.005600	0.720523	11.640400
0.005700	0.736826	11.640400
0.005800	0.752840	11.640400
0.005900	0.768570	11.640400
0.006000	0.784023	11.640400
0.006100	0.799206	9.223160
0.006200	0.813892	9.223160
0.006300	0.827890	9.223160
0.006400	0.841254	9.223160
0.006500	0.854036	9.223160
0.006600	0.866279	9.223160
0.006700	0.878026	9.223160
0.006800	0.889313	9.223160
0.006900	0.900175	9.223160
0.007000	0.910642	9.223160
0.007100	0.920742	9.223160
0.007200	0.930501	9.223160
0.007300	0.939943	9.223160
0.007400	0.949088	7.007080
0.007500	0.957743	7.007080
0.007600	0.965745	7.007080
0.007700	0.973155	7.007080
0.007800	0.980030	7.007080
0.007900	0.986418	7.007080
0.008000	0.992365	7.007080
0.008100	0.997913	7.007080
0.008200	1.003099	7.007080
0.008300	1.007955	7.007080
0.008400	1.012513	7.007080
0.008500	1.016799	7.007080
0.008600	1.020839	7.007080
0.008700	1.024655	7.007080
0.008800	1.028268	7.007080
0.008900	1.031696	7.007080
0.009000	1.034955	7.007080
0.009100	1.038060	5.517640
0.009200	1.040883	5.517640
0.009300	1.043314	5.517640
0.009400	1.045394	5.517640
0.009500	1.047161	5.517640
0.009600	1.048650	5.517640
0.009700	1.049890	5.517640
0.009800	1.050908	5.517640
0.009900	1.051731	5.517640
0.010000	1.052379	5.517640
0.010100	1.052874	5.517640
0.010200	1.053232	5.517640
0.010300	1.053472	5.517640
0.010400	1.053606	5.517640
0.010500	1.053649	5.517640
0.010600	1.053612	5.517640
0.010700	1.053506	5.517640
0.010800	1.053341	5.517640
0.010900	1.053125	5.517640
0.011000	1.052866	5.517640
0.011100	1.052571	4.727400
0.011200	1.052170	4.727400
0.011300	1.051604	4.727400
0.011400	1.050895	4.727400
0.011500	1.050061	4.727400
0.011600	1.049120	4.727400
0.011700	1.048086	4.727400
0.011800	1.046974	4.727400
0.011900	1.045795	4.727400
0.012000	1.044562	4.727400
0.012100	1.043283	4.727400
0.012200	1.041968	4.727400
0.012300	1.040625	4.727400
0.012400	1.039260	4.727400
0.012500	1.037881	4.727400
0.012600	1.036492	4.727400
0.012700	1.035098	4.727400
0.012800	1.033705	4.727400
0.012900	1.032316	4.645950
0.013000	1.030926	4.645950
0.013100	1.029533	4.645950
0.013200	1.028140	4.645950
0.013300	1.026751	4.645950
0.013400	1.025371	4.645950
0.013500	1.024001	4.645950
0.013600	1.022645	4.645950
0.013700	1.021305	4.645950
0.013800	1.019983	4.645950
0.013900	1.018680	4.645950
0.014000	1.017399	4.645950
0.014100	1.016140	4.645950
0.014200	1.014906	4.645950
0.014300	1.013696	4.645950
0.014400	1.012511	4.645950
0.014500	1.011353	4.645950
0.014600	1.010221	4.645950
0.014700	1.009117	4.645950
0.014800	1.008041	4.610130
0.014900	1.006988	4.610130
0.015000	1.005958	4.610130
0.015100	1.004950	4.610130
0.015200	1.003965	4.610130
0.015300	1.003004	4.610130
0.015400	1.002067	4.610130
0.015500	1.001155	4.610130
0.015600	1.000267	4.610130
0.015700	0.999405	4.610130
0.015800	0.998568	4.610130
0.015900	0.997757	4.610130
0.016000	0.996970	4.610130
0.016100	0.996210	4.610130
0.016200	0.995474	4.610130
0.016300	0.994763	4.610130
0.016400	0.994078	4.610130
0.016500	0.993417	4.610130
0.016600	0.992782	4.610130
0.016700	0.992170	4.610130
0.016800	0.991583	4.832730
0.016900	0.991041	4.832730
0.017000	0.990563	4.832730
0.017100	0.990142	4.832730
0.017200	0.989776	4.832730
0.017300	0.989460	4.832730
0.017400	0.989191	4.832730
0.017500	0.988964	4.832730
0.017600	0.988778	4.832730
0.017700	0.988629	4.832730
0.017800	0.988515	4.832730
0.017900	0.988434	4.832730
0.018000	0.988383	4.832730
0.018100	0.988361	4.832730
0.018200	0.988366	4.832730
0.018300	0.988396	4.832730
0.018400	0.988450	4.832730
0.018500	0.988527	4.832730
0.018600	0.988625	4.832730
0.018700	0.988743	4.832730
0.018800	0.988881	5.052690
0.018900	0.989057	5.052690
0.019000	0.989291	5.052690
0.019100	0.989575	5.052690
0.019200	0.989906	5.052690
0.019300	0.990279	5.052690
0.019400	0.990691	5.052690
0.019500	0.991136	5.052690
0.019600	0.991613	5.052690
0.019700	0.992119	5.052690
0.019800	0.992650	5.052690
0.019900	0.993205	5.052690
0.020000	0.993782	5.052690
0.020100	0.994378	5.052690
0.020200	0.994991	5.052690
0.020300	0.995621	5.052690
0.020400	0.996265	5.052690
0.020500	0.996922	5.052690
0.020600	0.997592	5.052690
0.020700	0.998273	5.052690
0.020800	0.998964	5.178640
0.020900	0.999676	5.178640
0.021000	1.000419	5.178640
0.021100	1.001190	5.178640
0.021200	1.001985	5.178640
0.021300	1.002802	5.178640
0.021400	1.003639	5.178640
0.021500	1.004493	5.178640
0.021600	1.005362	5.178640
0.021700	1.006245	5.178640
0.021800	1.007140	5.178640
0.021900	1.008045	5.178640
0.022000	1.008960	5.178640
0.022100	1.009883	5.178640
0.022200	1.010813	5.178640
0.022300	1.011749	5.178640
0.022400	1.012691	5.178640
0.022500	1.013637	5.178640
0.022600	1.014586	5.178640
0.022700	1.015540	5.178640
0.022800	1.016495	5.156350
0.022900	1.017451	5.156350
0.023000	1.018405	5.156350
0.023100	1.019357	5.156350
0.023200	1.020306	5.156350
0.023300	1.021254	5.156350
0.023400	1.022199	5.156350
0.023500	1.023143	5.156350
0.023600	1.024085	5.156350
0.023700	1.025025	5.156350
0.023800	1.025963	5.156350
0.023900	1.026900	5.156350
0.024000	1.027835	5.156350
0.024100	1.028768	5.156350
0.024200	1.029700	5.156350
0.024300	1.030630	5.156350
0.024400	1.031559	5.156350
0.024500	1.032486	5.156350
0.024600	1.033412	5.156350
0.024700	1.034336	5.156350
0.024800	1.035259	5.005100
0.024900	1.036166	5.005100
0.025000	1.037045	5.005100
0.025100	1.037899	5.005100
0.025200	1.038730	5.005100
0.025300	1.039542	5.005100
0.025400	1.040336	5.005100
0.025500	1.041115	5.005100
0.025600	1.041880	5.005100
0.025700	1.042633	5.005100
0.025800	1.043376	5.005100
0.025900	1.044110	5.005100
0.026000	1.044836	5.005100
0.026100	1.045555	5.005100
0.026200	1.046269	5.005100
0.026300	1.046977	5.005100
0.026400	1.047682	5.005100
0.026500	1.048383	5.005100
0.026600	1.049081	5.005100
0.026700	1.049777	5.005100
0.026800	1.050471	4.777260
0.026900	1.051142	4.777260
0.027000	1.051772	4.777260
0.027100	1.052365	4.777260
0.027200	1.052927	4.777260
0.027300	1.053460	4.777260
0.027400	1.053970	4.777260
0.027500	1.054459	4.777260
0.027600	1.054930	4.777260
0.027700	1.055385	4.777260
0.027800	1.055828	4.777260
0.027900	1.056260	4.777260
0.028000	1.056683	4.777260
0.028100	1.057099	4.777260
0.028200	1.057509	4.777260
0.028300	1.057915	4.777260
0.028400	1.058317	4.777260
0.028500	1.058718	4.777260
0.028600	1.059118	4.777260
0.028700	1.059518	4.777260
0.028800	1.059918	4.524350
0.028900	1.060295	4.524350
0.029000	1.060629	4.524350
0.029100	1.060926	4.524350
0.029200	1.061191	4.524350
0.029300	1.061428	4.524350
0.029400	1.061641	4.524350
0.029500	1.061834	4.524350
0.029600	1.062011	4.524350
0.029700	1.062175	4.524350
0.029800	1.062327	4.524350
0.029900	1.062471	4.524350
0.030000	1.062609	4.524350
0.030100	1.062742	4.524350
0.030200	1.062872	4.524350
0.030300	1.063000	4.524350
0.030400	1.063129	4.524350
0.030500	1.063259	4.524350
0.030600	1.063391	4.524350
0.030700	1.063527	4.524350
0.030800	1.063666	4.315640
0.030900	1.063790	4.315640
0.031000	1.063882	4.315640
0.031100	1.063947	4.315640
0.031200	1.063990	4.315640
0.031300	1.064013	4.315640
0.031400	1.064022	4.315640
0.031500	1.064018	4.315640
0.031600	1.064005	4.315640
0.031700	1.063984	4.315640
0.031800	1.063959	4.315640
0.031900	1.063931	4.315640
0.032000	1.063902	4.315640
0.032100	1.063874	4.315640
0.032200	1.063847	4.315640
0.032300	1.063823	4.315640
0.032400	1.063804	4.315640
0.032500	1.063789	4.315640
0.032600	1.063781	4.315640
0.032700	1.063779	4.315640
0.032800	1.063784	4.148260
0.032900	1.063781	4.148260
0.033000	1.063757	4.148260
0.033100	1.063715	4.148260
0.033200	1.063659	4.148260
0.033300	1.063591	4.148260
0.033400	1.063515	4.148260
0.033500	1.063433	4.148260
0.033600	1.063347	4.148260
0.033700	1.063260	4.148260
0.033800	1.063172	4.148260
0.033900	1.063085	4.148260
0.034000	1.063002	4.148260
0.034100	1.062922	4.148260
0.034200	1.062847	4.148260
0.034300	1.062777	4.148260
0.034400	1.062715	4.148260
0.034500	1.062660	4.148260
0.034600	1.062613	4.148260
0.034700	1.062574	4.148260
0.034800	1.062544	4.027800
0.034900	1.062512	4.027800
0.035000	1.062468	4.027800
0.035100	1.062416	4.027800
0.035200	1.062356	4.027800
0.035300	1.062293	4.027800
0.035400	1.062226	4.027800
0.035500	1.062159	4.027800
0.035600	1.062093	4.027800
0.035700	1.062029	4.027800
0.035800	1.061969	4.027800
0.035900	1.061912	4.027800
0.036000	1.061861	4.027800
0.036100	1.061816	4.027800
0.036200	1.061778	4.027800
0.036300	1.061748	4.027800
0.036400	1.061725	4.027800
0.036500	1.061711	4.027800
0.036600	1.061706	4.027800
0.036700	1.061710	4.027800
0.036800	1.061723	3.933820
0.036900	1.061737	3.933820
0.037000	1.061744	3.933820
0.037100	1.061746	3.933820
0.037200	1.061746	3.933820
0.037300	1.061744	3.933820
0.037400	1.061742	3.933820
0.037500	1.061742	3.933820
0.037600	1.061744	3.933820
0.037700	1.061750	3.933820
0.037800	1.061760	3.933820
0.037900	1.061776	3.933820
0.038000	1.061797	3.933820
0.038100	1.061825	3.933820
0.038200	1.061861	3.933820
0.038300	1.061903	3.933820
0.038400	1.061954	3.933820
0.038500	1.062012	3.933820
0.038600	1.062080	3.933820
0.038700	1.062155	3.933820
0.038800	1.062240	3.933820
0.038900	1.062334	3.846880
0.039000	1.062428	3.846880
0.039100	1.062517	3.846880
0.039200	1.062601	3.846880
0.039300	1.062682	3.846880
0.039400	1.062762	3.846880
0.039500	1.062842	3.846880
0.039600	1.062923	3.846880
0.039700	1.063006	3.846880
0.039800	1.063092	3.846880
0.039900	1.063182	3.846880
0.040000	1.063277	3.846880
0.040100	1.063376	3.846880
0.040200	1.063482	3.846880
0.040300	1.063593	3.846880
0.040400	1.063711	3.846880
0.040500	1.063836	3.846880
0.040600	1.063968	3.846880
0.040700	1.064107	3.846880
0.040800	1.064254	3.750760
0.040900	1.064399	3.750760
0.041000	1.064535	3.750760
0.041100	1.064664	3.750760
0.041200	1.064788	3.750760
0.041300	1.064908	3.750760
0.041400	1.065026	3.750760
0.041500	1.065143	3.750760
0.041600	1.065261	3.750760
0.041700	1.065380	3.750760
0.041800	1.065500	3.750760
0.041900	1.065624	3.750760
0.042000	1.065752	3.750760
0.042100	1.065884	3.750760
0.042200	1.066021	3.750760
0.042300	1.066163	3.750760
0.042400	1.066311	3.750760
0.042500	1.066465	3.750760
0.042600	1.066626	3.750760
0.042700	1.066793	3.750760
0.042800	1.066967	3.750760
0.042900	1.067148	3.750760
0.043000	1.067337	3.750760
0.043100	1.067532	3.636490
0.043200	1.067724	3.636490
0.043300	1.067903	3.636490
0.043400	1.068072	3.636490
0.043500	1.068233	3.636490
0.043600	1.068387	3.636490
0.043700	1.068536	3.636490
0.043800	1.068682	3.636490
0.043900	1.068827	3.636490
0.044000	1.068970	3.636490
0.044100	1.069114	3.636490
0.044200	1.069260	3.636490
0.044300	1.069407	3.636490
0.044400	1.069558	3.636490
0.044500	1.069712	3.636490
0.044600	1.069870	3.636490
0.044700	1.070033	3.636490
0.044800	1.070200	3.507610
0.044900	1.070361	3.507610
0.045000	1.070505	3.507610
0.045100	1.070635	3.507610
0.045200	1.070752	3.507610
0.045300	1.070861	3.507610
0.045400	1.070962	3.507610
